perro de canaan,2,Entre 15 Kg y 25 Kg,Israel,http://www.perros.com/razas/perro-de-canaan/
perro de castro laboreiro,3,Entre 20 Kg y 40 Kg,Portugal,http://www.perros.com/razas/perro-de-castro-laboreiro/
perro de groenlandia,3,,Denmark,http://www.perros.com/razas/perro-de-groenlandia/
perro de montana appenzell,2,Entre 28 Kg y 35 Kg,Switzerland,http://www.perros.com/razas/perro-de-montana-appenzell/
perro de montana bernes,2,Entre 36 Kg y 54 Kg,Switzerland,http://www.perros.com/razas/perro-de-montana-bernes/
perro de montana de la sierra de la estrela,3,Entre 35 Kg y 60 Kg,Portugal,http://www.perros.com/razas/perro-de-montana-de-la-sierra-de-la-estrela/
perro de montana de los pirineos,3,Entre 46 Kg y 57 Kg,France,http://www.perros.com/razas/perro-de-montana-de-los-pirineos/
perro de montana del atlas,3,Entre 35 Kg y 45 Kg,Marruecos,http://www.perros.com/razas/perro-de-montana-del-atlas/
perro de montana gran suizo,3,Entre 38.5 Kg y 63.5 Kg,Switzerland,http://www.perros.com/razas/perro-de-montana-gran-suizo/
perro de muestra aleman de pelo cerdoso,3,,Germany,http://www.perros.com/razas/perro-de-muestra-aleman-de-pelo-cerdoso/
perro de pastor bergamasco,2,Entre 26 Kg y 38 Kg,Italy,http://www.perros.com/razas/perro-de-pastor-bergamasco/
perro de pastor de asia central,3,,Russia,http://www.perros.com/razas/perro-de-pastor-de-asia-central/
perro de pastor de karst,3,Entre 25 Kg y 42 Kg,Slovenia,http://www.perros.com/razas/perro-de-pastor-de-karst/
perro de pastor de rusia meridional,3,,Russia,http://www.perros.com/razas/perro-de-pastor-de-rusia-meridional/
perro de pastor del caucaso,3,,Russia,http://www.perros.com/razas/perro-de-pastor-del-caucaso/
perro de pastor islandes,2,,Iceland,http://www.perros.com/razas/perro-de-pastor-islandes/
perro de pastor polaco de las llanuras,2,Entre 15 Kg y 20 Kg,Poland,http://www.perros.com/razas/perro-de-pastor-polaco-de-las-llanuras/
perro de pastor polaco de podhale,3,,Poland,http://www.perros.com/razas/perro-de-pastor-polaco-de-podhale/
perro de pastor portugues,2,Entre 17 Kg y 27 Kg,Portugal,http://www.perros.com/razas/perro-de-pastor-portugues/
perro de pastor yugoslavo de charplanina,3,Entre 25 Kg y 45 Kg,Serbia and Montenegro,http://www.perros.com/razas/perro-de-pastor-yugoslavo-de-charplanina/
perro esquimal americano,2,Entre 3 Kg y 18 Kg,United States of America,http://www.perros.com/razas/perro-esquimal-americano/
perro esquimal canadiense,2,Entre 27 Kg y 48 Kg,Canada,http://www.perros.com/razas/perro-esquimal-canadiense/
perro lobo checoslavaco,3,,Czech Republic,http://www.perros.com/razas/perro-lobo-checoslavaco/
perro lobo de sarloos,3,,Holanda,http://www.perros.com/razas/perro-lobo-de-sarloos/
perro pastor croato,2,Entre 35 Kg y 45 Kg,Croatia,http://www.perros.com/razas/perro-pastor-croato/
perro pastor mallorquin,3,Entre 25 Kg y 50 Kg,Spain,http://www.perros.com/razas/perro-pastor-mallorquin/
perro pastor maremmano abruzzese,3,Entre 30 Kg y 45 Kg,Italy,http://www.perros.com/razas/perro-pastor-maremmano-abruzzese/
